row_id,dialect,region,sentiment
10080,Nhà xe mô đây ai cho biết để né cái mồ?,central,
698,Ăn được quả xoài. Chơ lợ cấy là què chân đấy chị ơi.,central,
2548,"""Có mô mà con to mà mẹ còn trẻ rứa, có lẽ chị em.""",central,
25455,thích a Học lắm ln ro ủng hộ a mãi mãi ln nỏ,central,
10505,"Cho eng, eng về eng làm béng rán chuối eng mời cả làng ăn.",central,
9228,Đọc mà ngá khu,central,
16493,Nghe câu “Răng anh nỏ về” tan chảy hết tâm can ấm lòng người con nghệ tĩnh,central,
2602,Khi mô bắn hè?,central,
15441,Con gái nhà ai mà đẹp rứa hề,central,
10836,Lưa nước đập chắc nựa thôi.,central,
7853,Rủ cấy khác dệ hơn được không?,central,
26700,"Cháu HẬu đi nơi mô rồi, lại cùng thưởng thức á",central,
10933,"mới đi trộm lần đầu hay răng, mà cứ rờ rờ rứa hè?",central,
6127,Linh ni có sức hút hè?,central,
9383,chi cỡ anh tui chấp ngược lại,central,
24667,Mik là người miền Trung nên mik hỏi cậu đi đâu đó thì mik sẽ nói là: mi đi mô rứa hè,central,
11279,Hoa hòe chi tầm ni hè?,central,
8603,"ri bơ, cả team rồi mô nữa.",central,
380,"xe cộ tan nát ri mà người có sao không hè, cầu mong mọi người đều bình an.",central,
9275,có chi mà đông dữ rứa?,central,
10068,Lan Lan Ngọc coi chỗ mô ni ri để về vài bứa nữa về đưa đi.,central,
16909,Ủa rứa ai sợ ai,central,
26346,Waooo Chuột lấy hoa tặng choa Dung kìaa,central,
2813,"Không phải mô, Quảng Trị gặp là tháo ngòi rồi chơ làm chi có để nguyên rứa.",central,
3167,"Nghệ An tổ chức ghê hè, chuyến ni phải sang đây chữa lành cấy rồi về.",central,
13221,Uống cho lắm. Ô tô hay xe máy chi cũng lo phạt nặng. Mi gọi nhờ đi.,central,
2138,"""Các chú chơi chi lạ rứa.""",central,
12720,Hắn bữa ni đi bò rồi à mi?,central,
10369,"Chị chuẩn bị đi cưới chi nựa, em còn không được mời.",central,
11714,Chà cho mòn khu quần đi chơ?,central,
1144,Không can chi. Có cầu Bến Thủy 2 nựa.,central,
12949,đêm hôm không ngủ chạy đi mô rứa anh?,central,
202,Quả ni quả chi ri?,central,
10473,"Triệu Phong cũng rứa, Qua đường phải rình in ăn trộm, may may mơi chộ xe.",central,
13394,bữa ni thành dân vinh rồi hẹ?,central,
9332,"hè không đi đi, chừ mần chi, gần Thủ Đức đó",central,
9682,"Cháy rứa còn chi là con chuột nựa bạn hề, ăn ung thư chết ró.",central,
496,"""Chộ flycam quay rập trời mà răng cả 6 đực bị bắt tê rứa?""",central,
7726,"Đầu ni không phải em cắt mô, khách em toàn người đàng hoàng thôi",central,
5968,Đúng phát dại anh ri mần cha mệ chết giả.,central,
11473,"""đại gia ni đi chi mấy chỗ ni hè?""",central,
24557,Qua trời thêm con ni điên ni nựa là chi,central,
9063,em chưa đi lộ ni nơi tề.,central,
11707,"""Có chừng nớ là êm rồi. Học thêm chi nửa he?""",central,
12354,Nỏ có mi cấy con Quỳnh hấn ít sèm hẳn.,central,
3183,răng mày thả bồ mày ra rứa?,central,
12870,hiểu ngày mai nên làm chi hông nè?,central,
11539,Hải Bình là lộ mô của Hải Lăng rứa?,central,
12456,"Trượn rọt lấy vợ về nội trợ, quả ni thì nợ trồi.",central,
83,Lợ viết cam kết 6-7 mà dừ lưa 3 nựa,central,
10026,Đông Lễ ai mà giàu rứa hè?,central,
8357,O ra bắt cá o tề.,central,
5591,Để khai trương bơ đi. Người quen của chị á.,central,
3321,Cầm bó hoa đẹp a rứa mà run hay răng mà mồm méo i rứa biết.,central,
11781,"ai vẹ con gáy không yêu hắn, bơ hắn mần rứa đó",central,
1752,"Đòi đăng, chi nựa bây.",central,
12908,"Chi ri trời, ri thì khổ chồng chất khổ à trời.",central,
805,Năm ni chú mi đi coi kiếm kì mũ nựa tề.,central,
6543,"thôi về bán dưa món cho Ông Sơn, đi bán mô cho ngái",central,
1803,Ai lại rứa được. Quen mạnh chơ em mình.,central,
9110,"Đào, mi thưởng thức mấy món quê choa rồi về nha.",central,
19093,"Nam Mô A Di Đà Phật. Nam Mô Địa Tạng Vương Bồ Tát Cùng nhau niệm Phật nhé : ""Nam Mô A Di Đà Phật"".Nam Mô Địa Tạng Vương Bồ Tát Chăm chỉ làm việc thiện và cúng dường chư tăng ni và tam bảo nhé mọi người! Nam Mô Địa Tạng Vương Bồ Tát",central,
26191,yêu thế quê choa,central,
13289,Đoán 037 mà mô 2 năm chưa chộ.,central,
12299,hại hè đi tắm bùn cao cấp.,central,
3112,Ê. Không cần Ecopark mô. Chung cư nhà o cũng không ngập nè. Mà ra đàng nước lên tận háng.,central,
6222,Cập nhật tình hình chỗ các bạn cấy mồ.,central,
6942,"""Đoạn mô chôn lạ ri bạn?""",central,
11132,"Răng mà bữa ni chờ đến 5h, hắn lâu hơn mọi ngày hẹ?",central,
2491,Chery ni ăn ẻ mắc khu.,central,
13317,Gọi về cũng không dám nói nhiều vì hại khóc.,central,
5864,"Sáng mỗi đèn đỏ với vàng, xanh không chộ mô.",central,
6049,"bình luận xong rồi có chộ rep mô, bựa ni giàu rồi.",central,
6716,không biết bố bạn Khang ni anh răng mẹ bạn Khang nhỉ?,central,
1768,Nhìn thầy ni mà tui suýt đi bệnh viện luôn rồi.,central,
1997,buồn rứa Tết năm ni em được ở gần nhà. Tưởng mô năm ni chị cũng có về.,central,
8918,Cấy ni biết lâu rồi. Ad dừ mới biết à.,central,
848,Gái mà uống bia ra rứa là không a răng cả.,central,
7190,"""Bữa ni đi có 3 phút thôi dượng.""",central,
6843,"Ram quấn bánh mướt - giò lắt. Nhớ quê, thèm ghê gớm.",central,
5259,Giàu ai qua eng. Lâu không chộ eng chắc bựa ni eng tra lắm.,central,
1751,"Cả cái núi Long Ngâm, đền Lê Khôi, chùa Quỳnh Viên tuyệt vời rứa không mấy bạn?",central,
7046,"Gấy Nghệ An đời mô mà trai Hà Tịnh cưới được, họ mơ về trai Hà Nội mà thôi.",central,
10435,Sương năm mô cụng ăn bánh á ri.,central,
12642,Gấy nhà tui đã thấy và đã đăng ký luôn rồi.,central,
1209,"Sau ni lấy nhông, chỉ cần nhông chăm dọn thôi chơ nấu để em",central,
78,"""Đem bò bán chơ ai dám ra nhận bò nữa mô?""",central,
24560,"Trốc bọ , nói rứa mà ko hiểu",central,
7150,Mưa gió chạy chi dữ tợn rứa bây?,central,
11754,"Ngoài đường hạ tê, chỉ có nữ thôi chơ nhà mình nam to không qua nổi mô.",central,
2183,"Cho tui, nuôi cho, răng quăng rưa. Tội con.",central,
21504,"Nghe đồng hương hát mà no, nỏ đói tỉ mô. Giọng kun gấy Hương Sơn ngọt vời thơm như nác chè Hương Sơn a nốt... Yêu giọng hát của em nhiều",central,
8265,Quảng Trị không chơi trò ni để miềng đi hè?,central,
7681,"Coi giải thưởng tới vài trịu tề, đăng ký đi thi hầy?",central,
409,"2 chú cho thêm o chút xíu nữa thì tha hồ, mà họ thả nhìn o tội nghiệp.",central,
15182,Cam lộ mô rồi,central,
10793,Mần mềnh Sèm chảy nước miếng.,central,
11252,Chi mà tội rứa trời.,central,
13200,"Bạn bè, anh em 27 năm chơi với nhau rồi đó, bưa chưa bây",central,
11464,trời Âu mà cấy chi cụng biết bạn hề?,central,
3375,rứa có mâm mô mà không có chị em mình không?,central,
11519,"Nhìn rứa thôi, chơ toàn những thứ chiên dầu mỡ ăn mau ngán lắm.",central,
8592,Eng mần chi mà khó coi rứa hè?,central,
2784,xinh gấy rứa bây hề?,central,
6765,Chi mà khổ rứa hè?,central,
562,răng không nói chị Diên mách mấy ả em vô đoán lúc đi?,central,
12645,Em ra thì không đưa em đi những lộ ni,central,
1943,Đợt ni đẹp gái hơn xưa hè?,central,
5500,Rứa Quảng Bình về Quảng Bình mần rể được không?,central,
1769,"Ừ thì cũng có người ni người tê mà mày, cũng không nên đánh đồng tất cả.",central,
12026,"Quảng Bình bữa ni xanh lắm, mát đẹp.",central,
8084,"Lương 2 triệu, vé 3 triệu, mần răng về?",central,
7637,Hà Tĩnh ở mô rứa.,central,
186,"tìm chi mệt, hết tiền đói dăn răng, tự mò về thôi",central,
9799,Giừ cù lẹ không ai nói ghép nựa.,central,
12966,năm mô cũng cấm mà có hết mô.,central,
7346,Răng mà mà tội nghiệp rứa hè?,central,
8024,"Tìm đồng hương Hà Tĩnh ở quận 7, bạn bè hấn rủ chắc về quê hết rồi",central,
12797,Con cuông mô khác chi.,central,
12639,"tiền bida, net nằm đó chơ mô.",central,
2440,tui nỏ nghe được cấy chi,central,
137,cô chần chừ ra khỏi nhà thế.,central,
9174,Băng luôn rồi chơ ngập chi nựa. Đường thấp mà.,central,
9154,"Hà Nội ngon mà, chừ chộ ri thèm.",central,
6214,"""Túi ni với túi mai à?""",central,
7,Ở lộ mô mà lạnh nhất lúc ni rứa?,central,
515,chộ phát trực tiếp đi cứu trợ mô đó.,central,
3001,Mà răng lại phụ thu 10 nghìn thì quán khung nói à? Hóng câu trả lời của quán hôm qua chừ!,central,
1492,Ok em. Anh gửi mì tôm cho nha. Tính về Nghệ An mà lụt ri răng được họ.,central,
15111,Dịch Cái là cấy Thấy lạ chộ Cái dĩa là cái dịa Dễ là dệ Câu Cấy ni nặng rứa Chộ chi khôn Lấy cái dịa ra Đề dệ rứa,central,
5618,"""Gần đậu răng không biết hè?""",central,
6242,Mày ra chụp cấy ảnh lấy cái túi về mà đi chợ.,central,
12925,phải ăn mới biết chơ nhìn mần chi.,central,
3017,Chơi dớp hè!,central,
15722,C Linh có bán CT làm nộm k ạ Gấy Nghệ nấu ăn rất chi là ngon . Trừ e ăn tạm dxc,central,
8610,"""Giờ mần rể cũng chưa muộn mô bạn ạ.""",central,
5338,"Nói rứa chơ dừ gin 3 giờ sáng rồi mà chưa chộ mưa thấy cụng lo, sợ hấn yên bình quá xong hấn đánh cho tơi bời mất, càng yên bình lại càng sợ.",central,
12959,hôm trước em lên chỗ cũ còn gặp thằng nớ tất xanh mới gớm anh tề!,central,
487,"có khoảng mười con Như rồi êm hi, chứ ngày mô cũng em Khánh Ngân nè, mà chắc quá.",central,
2676,ra tắm cũng mô có ai ở bên bờ bên kia nựa hè?,central,
12775,"""Không có mô hôm qua họ chen nhau mua, mẹ khương chen liệt không mua được con mô tề.""",central,
1484,"""được lội nước lụt rồi còn phông bạt chi nữa eng hè?""",central,
1720,Bọn ni tạo drama đánh bóng và các trang PR cho hấn.,central,
5769,còn chi nữa mô mà ra ngoài nớ.,central,
1653,"""Chộ mô Quỳnh Lưu rứa hầy?""",central,
957,Bựa mô đi ngồi cafe bựa bạn hầy?,central,
10872,Mi nói đoạn ni là lộ mô?,central,
6319,Rứa mai mi xuống chỏ tao đi nha.,central,
10537,Vợ eng ni năm ngoái bay như chim để nhận quà đây.,central,
13772,Nam Mô Bổn Sư Thích Ca Mâu Ni Phật. Nam Mô A Di Đà Phật. Nam Mô Cầu Sám Hối Bồ Tát.,central,
8398,Ảnh hưởng chi mấy cơn mưa rào hè?,central,
7413,Tau chưa coi tử vi khi mô chơ cụng năng định đi coi,central,
3078,Tau mọi chầu cũng rứa.,central,
7847,có ai chết mô mà mô phật o.,central,
10154,Nhọc với mấy thành phần mặc mấn ni ghê gớm.,central,
752,TUYÊT VỜI. Cảm ơn NGƯỜI TỐT. Trời lạnh ri thấy bà nằm dưới sàn thương rứa tê.,central,
12648,Răng bạn nỏ bọc cấy trốc cúi lại,central,
23768,"Còn ""Ăn ta ni"" nữa",central,
21544,Bé ra karaoke bài ni a hát theo với nha,central,
12701,à đúng rồi. Miềng chầm 4 ly trà sen vẹ thu mô?,central,
3940,kiếm bạc chiều làm thùng chơ chơi bời chi.,central,
14521,Chị n ăn cái chi mà dễ thương rứa,central,
8340,răng năm mới cũng có tin nóng ri hè?,central,
2615,"""đã có chi mô, điện còn chưa cúp""",central,
9092,Ngon ri hè. Hà Tĩnh quê choa.,central,
167,"tội hè, hôm ni rằm nữa chơ.",central,
8354,Cò lẹ chì chi luôn. Hấn khổ chì chi đó.,central,
6826,Mấy mụ ve chai mượn đi mà chưa chộ trả lại.,central,
8219,"Chiến còn đây, túi ra chơi chơ không phải mô nghe.",central,
1690,Cụng có một lần đi suối mộc đi như ri luôn.,central,
5420,Nghe nói nhứt Hà Nội rồi. Về ao làng coi răng mồ.,central,
6301,nhà mình dừ lên Thành phố rồi chơ?,central,
25456,Học ơi. Em hát mần anh suy quá dù anh chưa có ả mô. Tuyệt vời luôn Học ơi .,central,
4022,Răng lại cười? Điểm danh cấy. Để may chi mà được áo chê.,central,
11218,"Ứng xong, chạy làng chơ có mô mà trả.",central,
12427,Non nước hữu tình là đây chứ mô nựa. Dân giàu nước mạnh.,central,
2056,"Con mẹ đẹp trai mà khóc ri à, toàn búp măng non Nghi Vạn hầy.",central,
24503,Mi nỏi chi rứa,central,
10230,Sửa mau không mất bò mới mần chuồng là truột chạc đó.,central,
8125,Tau ở nhà đây mà chưa được mánh mô.,central,
10285,Reng ngài Quảng Trị mà cũng biết trang Nghệ An ri hè?,central,
7925,Nhớ chữ được cũng đau trốc đau tai. Nỏ cần phải học mô.,central,
2281,"""Sướng nhất là đông con gấy em ạ.""",central,
125,"Chừ thèm nác mía, mang qua đây đi.",central,
5178,Mai chiều đi biển bơ ăn hải sản luôn bạn hí,central,
119,ê thiệt chứ tầm ni uống tiger ngon hầy,central,
10632,Món ni hồi xưa tui nuôi bầy con ăn học đó.,central,
11700,"Dân Anh Sơn của bố tề, nhìn i mà học hỏi đó bây à.",central,
5327,"Ai yêu đời ghê hỉ, chơ tui thấy mưa là buồn thúi gan, thúi ruột hết roài đoá",central,
3274,Ai có số điện thoại bạn ship cho mình xin với. Lỡ mua chi gọi cho mau chơ mở ứng dụng lâu quá.,central,
1173,"Quả ni mà biết tất tay cấy, giờ đi du lịch rồi á.",central,
12525,Huế với tui mua mô cũng đẹp.,central,
6441,Năng bình thường rứa. Tao đi buổi túi mô có ai.,central,
8246,"không phải mô gì, bé ni bị tự kỉ đó.",central,
26682,Tem ha Hà hí nhạy hay quá,central,
5233,mệ cho chơi lút luôn hầy.,central,
20725,Hát chi mà hay rứa trời,central,
11808,"""Đám cưới con vợ mô đây?""",central,
2185,Em xin thề là em không làm chi cả. Em vô tội.,central,
649,"Ui rồi, tui nhìn tưởng công ty ni.",central,
6856,"Nhà tui mưa khi đêm rùi, hơn cả trút nước tề.",central,
5955,Đồ chi chi luôn trời ơi.,central,
8203,ông ni chụp có đẹp mô em nà?,central,
6852,"Nòi giống là con gấy di truyền, không phải con trai, chưa chắc phải xét ADN mới có.",central,
2355,quê hạnh phúc vui nhộn rứa hỉ?,central,
1098,Vinh đợt ni chi mạnh tay không gian kiểu ri hè?,central,
1620,Mạ chơ không phải mẹ.,central,
2509,"răng mà qua cầu rút ván, để họ rớt xuống mương rứa bạn?",central,
1554,Thế cấm tầu thủy à? Từ 6h đến 22h à?,central,
2304,"""Chưa tiền không biết mần răng đây.""",central,
1727,"Ni là trà xanh, chơ trà mi chỉ biết hót tê.",central,
2649,"Nhật Quang: thì gọi nem rán, có chi mô.",central,
1146,"""Có khi mô một trong 4 nick ni là của ả không hầy?""",central,
5987,Lâu rồi nỏ thấy ông bán kem chanh nớ.,central,
12092,"""Bữa mô xuống đi ăn hầy, thời tiết ni hợp món sở thích của ngoại đây.""",central,
3255,"ở Huế, Quảng Trị, Quảng Bình chơ có phải ở miền cực lạc mô mà tới nông nổi ni rứa eng",central,
9230,ri sắp lấy nhông được rồi.,central,
7341,Gu tau bây ơi mong chồng tau không thấy bình luận ni.,central,
5357,"chơ chộ Dũng Lương có ngày mô sướng mô, đi cho khỏe.",central,
10006,Cha ni chỉ biết nói thúi chứ tu hành chi!,central,
12796,Đẹp trai nhứt Nam Đàn thì lo chi nả.,central,
13782,Nam mô bổn sư thích ca mâu Ni Phật Nam mô a Di da phat A Di da phat A Di da phat A Di da phat chúc quý thầy cô và Su ông và su bà sức khỏe dồi dào mạnh khỏe hạnh phúc an lạc,central,
6262,Trách chi gọi đéo thấy nghe máy nựa.,central,
13551,Bòa ni bỏa núa cá chi rứa hề,central,
9224,Túi rảnh ni rảnh không bạn? Dưới bạn có quán mô hot hot không?,central,
8859,"""Chỗ mô cũng gặp dượng hầy?""",central,
3124,"lên tây thành tiệm ảnh cưới mô, to nhứt là nhà em nớ đó.",central,
145,Đến lúc đó còn răng mô nựa mà ăn.,central,
8376,"lên đô thị loại hai thì, thuế đồ tăng lên, chơ được chi?",central,
22422,anh nớ chụp với anh đkp kìa,central,
23404,Bắc Ninh răng mà bằng Nghệ An choa,central,
6810,Khó rứa mà mấy chú cũng diễn được.,central,
21746,Nhẽ phải ri: Nỏ trượt bựa mô nạ :P,central,
5569,Món chuột náng chơ chi nựa.,central,
1590,"Tề, bây xem lịch răng tề, tao lâu rồi không đi Vinh chơi.",central,
19014,Nam mô bốn sư thích ca mau ni Phật,central,
5516,"Xe mô cũng đúng, Chỉ lái sai chút thôi.",central,
10260,Ở mô cụng ngon.,central,
11353,"dưới nhà miềng tí á, gần nơi chổ cổng chào tê.",central,
2443,Nói cho thật. Hưng Nguyên choa không chộ giọt mưa mô.,central,
23528,2.27 miền trung đáng lẽ là mi đang nói cấy chi rứa chơ hung phỉ bạn mô nà,central,
1095,"Răng nhìn cái mặt mi rất đáng ngờ, ở đây thật à?",central,
10693,"Mấy ông ni manh động quá. Có kẽ thứ 4 không, chơ sao 3 ông tự chém nhau được?",central,
22565,miền trung kiểu:cái thằng trốc tru,central,
13052,Năm ni chưa được ăn con mô.,central,
2710,"chầu đi ăn trộm nhãn, trèo bẻ rạo rạo rứa mà chừ không dừng bẻ cho giùm cho họ cấy.",central,
11434,Mần răng mà bằng cô được.,central,
10125,biết rứa hôm qua ngồi trên xe làm cú như ri.,central,
2376,"răng không quản lý Minh Ngọc để lạo đi bưng bậy ri, ẩu hè?",central,
15008,HAY lắm tình cảm quê hương cứ dâng tràn trong lòng nhớ quê lắm cháu ơi răng mà ngọt lịm như mía quê ta rứa hè chúc cả nhà mình cùng Thành Viên buổi tối giao lưu vui vẻ nhé.,central,
3230,Nác su ri mi.,central,
2445,về mà ở trong nhà răng chộ được.,central,
12831,"Chừ tru bò ngài Hà Tịnh bán hết rồi , chừ dùng tru sắt ăn gà , nỏ dùng tru , bò ăn cỏ nựa mô cả nhà à. Cho nên chừ về Hương Long, Hương Khê, Hà Tịnh mà tìm cảnh ni nỏ có nựa mô.",central,
8768,Con em nhờ bán giúp cây bơ cho mệ ngoại ở Hoà Trạch. Cây bơ ni là chuẩn sạch tinh luôn nì.,central,
1581,Nhà ngoại không có chi lấy nữa mô o.,central,
11763,"Nhếch tao, buổi đang ôm người yêu ngủ, chơ ham hố chi mấy bộ môn ni.",central,
6201,Coi có phụ thu không đã tề Quảng Trị bạn ơi.,central,
11570,"đi với bầy ni, đứa trốc không gội, đứa nỏ tắm, phèn rứa mới chơi được.",central,
1521,bữa ni bỏ nhậu đi uống trà sữa rồi.,central,
9956,"Mi có thôi đi được không bạn, tau ở xa nhìn thèm chảy nước miếng.",central,
8046,"bồ nó bị đấm gạy răng, thâm mắt rồi",central,
8990,"""Túi ni ăn cơm chi chưa biết hầy?""",central,
777,anh bữa ni không chung mâm với em nữa mô nha.,central,
7337,Đang còn xun chán Già mô mà già anh em hè?,central,
169,"anh ni thì không biết, nhưng chị ni thì có chồng rồi đó.",central,
7325,Ma cha mi có chi thì nói luôn đi. Choa tìm binh luận có thấy chi mô.,central,
7568,Mệ già ngồi sau không đội mũ bảo hiểm. Mong mệ tai qua nạn khỏi.,central,
1034,Miềng là miềng nể dân Hà Tĩnh lắm.,central,
6929,"ra dẫn tao đi ăn thôi, nhắc chi giờ ni mần thèm dễ sợ.",central,
8569,Ri có chết con ngài ta không chứ.,central,
13374,Hắn ngon chi chi tê.,central,
8614,"luyện tâp thể thao cho có sức khỏe túi, còn bò ngoài sân bê tông bò chơ",central,
9136,Khoai Tây năm ni đẹp nghiện hè?,central,
11321,ấm lòng quê choa tỉ hè!,central,
6586,Thèm. Đắng mấy cũng nót.,central,
9737,Miềng nghe không hiểu o nói chi nơi.,central,
13423,Răng nhận ít à hè?,central,
10547,Ri mà họ nói choa giống chắc,central,
6971,thầy Thiên dạo ni ắng hầy.,central,
3383,"Tau chào mi 100 cấy, mi chào lại tau một cấy được không mồ dân Xô?",central,
56,"nhìn sèm hè, ước được ai đó gọi và bảo “đi nhậu tao trả tiền”",central,
8537,vay tiền kiểu chi mà họ nói nhờ anh dữ rứa?,central,
11909,"thần tượng của tui, đi phun thuốc sâu cho mệ.",central,
440,vàng mô mà đi bán rứa cha.,central,
7922,"Khu ả ni, ri phẩy 3 lứa là ít.",central,
7789,Mặc rứa mà vẹ không lạnh?,central,
24717,miền chung nói là choa ở câu chúng tôi tôi cứ tưởng là thôi ko nói đâu,central,
2026,Tui đã một thời chạy xe ni.,central,
12768,Mệ ni ở Quảng Bình mà.,central,
9108,Hà Tĩnh nhưng xã huyện mô mà nhìn quen quen hè?,central,
9760,"Giống xe mệ ri, chạy ra dắt về tê.",central,
7333,tau sợ ăn xong về không kịp chạy về nhà lại phải chạy vô nhà mi lắm.,central,
8446,May ả chơ khôn phải một anh hi.,central,
2414,Bứt từng xe tru cỏ nhưng lấy chồng rồi ai cũng nghĩ nọ biết làm chi.,central,
5166,"""Có giảm giá hay răng mà nhiệt tình rứa mọi người, đồ cũng bình thường mà""",central,
5682,Nhìn mà sèm chảy nác.,central,
23402,Tôi bằng tuổi quỳnh nhi luôn Nhưng chưa học bài ni,central,
12333,Ở quê choa cũng vui như rứa chơ.,central,
6606,"hổ ngựa ni có độc mô sợ, gặp miềng là êm rồi, lộc tới không biết hưởng.",central,
2339,"Bản tính côn đồ xử rứa còn nhẹ, phải 25 năm tê.",central,
8440,Nỏ ai thương em cả hầy. Rành chán,central,
12208,mần chi mang tiếng rứa chú mày?,central,
11595,Răng mà khổ rứa bay hề?,central,
962,Tau đi cú câu được con cá ngon ni.,central,
2429,Sèm bia thì nói,central,
8038,"Dám chém mô, hù thôi chơ loại nớ chặt cấy đứt ngang",central,
10838,Bạn ni xinh ri hầy,central,
9233,Chơ ta cũng gió rồi tề.,central,
10847,vừa được ngắm gái vừa có quà cho vợ chi nựa.,central,
12715,"Năm ni không biết, xịt nữa không ta đi chuyến nữa cậu hè?",central,
18741,Tập truyện này hài quá chừ quá đất luôn ...cười nội thương luôn,central,
1755,"bạn vô Huế đi, tui mời bạn đi, tui có tiếc gì bạn đâu.",central,
20643,Đi mô thì đi làm chi thì làm quê choa vẫn là nhất,central,
388,Mới cại chắc với sếp về,central,
4020,Có khi mô đi bơ gặp không?,central,
25458,TẦM THINH THÁC SANH CỨU CHÚNG SANH trong BIỂN LỬA DỤC VỌNG ĐỜI ĐỜI KIẾP NAM MÔ BỔN SƯ THÍCH CA MÂU NI PHẬT,central,
12424,bữa ni ở dưới lạ ghê mi.,central,
16660,tập này vui rứa,central,
9539,chắc cấy ni là tiểu phẩm cho bui thôi bác. Chắc mệ với nhỏ tê có tập ở nhà rồi.,central,
8298,Đang nắng răng mưa rứa tê?,central,
11230,"ở trong tê đó, nghe nói kỳ anh có bán mà kiên choa nỏ mua mô!",central,
6173,Rứa là có chuyện chị xảy ra hè?,central,
12323,Kêu sang nhởi không sang.,central,
9782,đèn ni em mới bị lần đầu đây chơ.,central,
10226,"bữa sau mần chuyến nữa hè, giờ chắc đẹp hơn mọi lần ta đi.",central,
147,"Cảnh chi ghê rứa trời, thật hả trời ơi",central,
28102,"Anh Hải là động lực để em vào bếp đó, anh không được dừng làm video dạy nấu nướng đâu nhá típ tục choa em",central,
9457,"""Có lẽ chưa chộ con Hồng Lĩnh uống. Uống bằng chum chơ ca xưa rồi diễm.""",central,
8159,Ri thì bọn anh mô dám lấy vợ nữa em.,central,
5195,"ngu mô eng, họ chơi pháo sáng nhất huyện đó eng.",central,
11234,"Ui chao ui, lợ bựa ni thôi em nghe, bựa sau đừng mần dại ri nữa hi.",central,
17256,Năm mô bổn sư thích ca mâu Ni Phật a Di Đà Phật,central,
23709,Mi có vè đc như giọng Thanh Hóa choa ko,central,
5935,"đi đi em, không đông như rứa, mạnh dạn lên.",central,
881,"Vợ họ hay họ, vợ miềng chộ chồng về là ba làng nghe.",central,
13515,"Nam Mô Bổn Sư Thích Ca Mâu Ni Phật. Lời Phật dạy như những viên thuốc, nghe đến đâu lành bệnh đến đó",central,
10807,"Vẫn còn gà, ai náng gọi chồng em hi",central,
1133,"Đang tập trung lục rứa. Mà chủ đi ra hỏi làm chi đó, chắc vất xe máy mà chạy luôn",central,
7198,cấy chi cũng có mặt anh hết.,central,
10357,Admin đăng ri mấy người đi Đài họ report trang dừ.,central,
10345,Răng rụng mà tay vẫn nhắn tin ngon rứa bây.,central,
10238,Gấy Hà Tĩnh sợ hầy?,central,
13483,Nam mô thích mâu ni phật,central,
3284,Mình cụng thấy cục to nhưng không dám lặt.,central,
3263,"bựa rủ hấn đi, hấn kêu xa chơ, giờ thì có thấy kêu nựa mô.",central,
5214,"""Mần răng bắt hầy? Ở trửa Vinh mà nỏ biết.""",central,
7976,Hay đi Vinh chơ mại nỏ kiếm được anh mô mà ôm giống rứa.,central,
7491,Dạo ni tra rồi nên cũng nỏ thích khoe lắm,central,
13029,Cứ nhớ Huế là răng hè?,central,
12537,Hoàng Mai thấy chi mô?,central,
10201,tôi chộ quen quen té ra nhà mệ ngoại.,central,
